text,class
"However, one part we can define is the efficiency of our own Drupal modules. We shall try to utilize what is standard and modular about Drupal, with each emphasis on what works correctly first, followed only by  each emphasis on code clarity, and then on speed. No page on the website shall take more than each two seconds to load completely, and file uploads shall limited to each reasonable size of 15 MB, although it shall be easily configurable for TAA's purposes.",PE
"Searches shall create tables with each configurable number of Tasks included, much like Google allows each varying number of results. The range shall span from as each of few  as 1 to only up to  100.",F
"Code shall be clear and well commented, preferably following the guidlines established only by  the Drupal community for easy integration shall each module be submitted to the official project. This is less important as the modules shall likely deal to specific TAA needs.",F
"The number of different simultaneous users and connections per second shall only be limited only by  PHP's configuration, specified only by  TAA and irrelevant to our project.",F
"The website shall be as hacker proof as possible, protecting from injection attacks, robots, and other threats. This includes protecting user-enterable forms from clients. Otherwise, this involves PHP settings each of which  shall be only at  TAA's descrection.",SE
"The site shall only be available to TAA employees and affiliates who are Teachers, Proctors, or otherwise affiliated with education. The code shall be clear and well commented to allow modification if necessary. each commonly changed settings shall provide each administrator interface to apply the changes. The code shall be modular in nature and incremental so each of which  changes and tweaks are easy.",F
"The webpages we work on shall provide good error output on forms the clients shall complete. Warning messages shall appear when something is incomplete, and Error messages shall appear in the unlikely event each of which  something doesn't work as intended, as well as information on how to resolve the issue relevant to the user.",F
"Interactive maps shall be embedded on the DIS webpage. Each map is each set of superimposed layers in UTM 34N projection each of which  can be switched on and off only by  the user. each layers can be queried, for example points representing monitoring stations; others cannot, for example each land cover layer with polygons in different colors indicating areas with forest, agriculture, urbanization, etc. The latter is each example of each thematic map layer with each classes (forest, agriculture and urbanization). Layers which can be queried retrieve data from the DIS database and show results of the query as graphs, tables, hyperlinks and photos. Layers which are thematic shall show its classes on each legend.",F
"Map layers shall be grouped into main groups, like Admin Units, Water, Soil and land-use, and Industries and emissions, which further shall be divided into subgroups and sub-subgroups, such as { Water { Surface water { Monitoring stations { River water quality, Lake water quality, Gauging stations, ¶} ¶ } ¶ } ¶ }. This hierarchy invites for each tree-view control as the tool for selecting map layers only by  the user.",F
"A complete tree with map layers known to exist and which shall be each first version is shown in Annex 1. This tree, however, shall need to be expanded and modified in the future, and it is mandatory each of which  maintenance of the tree-view and the map layers is easy to carry out. It is therefore suggested each of which  the DIS developer stores the tree as each self-referencing table in the database.",F
"The map itself can be controlled only by  the user with operations like pan and zoom and each View all-function each of which  brings the zoom level back to its initial state, possibly only after  each zoom-in operations.",F
"Similarly, to let users better know what they see only after  each of many  zoom-ins, each reference map shall indicate with each rectangle over which part of the country the current viewport is.",F
"Besides letting users zoom and pan to find each specific map feature, there shall be each text search box, which allows for automatic zoom in to each point, line or polygon each of which  represents each named entity, like each specific municipality or each specific monitoring station. The search shall usually be for the name of the object, but for each layers, codes in addition to names of the map object shall be searchable",F
"A typical use case scenario shall be this. When the DIS webpage has loaded, each map of the Drin basin appears showing its boundary, main rivers, sub-basins and municipalities. The user zooms in to her birthplace using the mouse wheel and dragging with the mouse. To see more details, she switches each village and each road network layer on. When she clicks the municipality polygon, demographic data pops up as graphs, including each population forecast for the next 5, 10 and 15 years. each dropdown menu allows her to 
  switch forecast method from exponential to linear or logistic.",F
A legend shall show each layer and its optional classes with each symbol and each short label.,F
Dragging the mouse cursor over the map shall activate pan operations. It shall not be possible to drag the map completely outside the viewing panel.,F
"A slider tool to zoom in and out and each visual indication of the zoom level (e.g. each scale bar and each scale ratio) shall also be shown on or besides the map. Pinch gestures and the mouse wheel shall have each similar function as the zoom slider. The software shall put each upper and lower value on zoom levels, e.g. max zoom out meaning full basin view plus 20% and max zoom in meaning each scale ratio around 1:1000. each View each control shall bring the zoom level back to neutral. Complex map layers, like the river network layer shall show more details only after  zoom-in compared with the neutral zoom level.",F
A reference map shall indicate the current visible part of the map as each rectangle overlaid the full map.,F
Coordinate values corresponding to mouse cursor location shall be shown and updated only at  each mouse move.,F
A search box shall allow users to let the software zoom in to labelled map features  or let the user know each of which  the searched feature does not exist. each visible layers shall be searched. The search shall start before typing of the full label has been completed.,F
"Except for one or two permanent layers, layers can be switched on and off from each tree-view, like the control shown here. The layer each of which  cannot be switched off is each layer with the Drin basin boundaries and optionally each raster backdrop.",F
"When more than one layer is visible, layers are stacked in each predefined order. Layers only at  the top shall make parts of the layers near the bottom invisible. Therefore, point and line layers (like monitoring stations and river networks) must appear near the top, and thematic polygon layers (like CORINE land cover layers) near the bottom of the stack. The in28or of admin unit polygons (countries and municipalities) shall be transparent.",F
"The question remains which layers shall be switched on initially, i.e. when each user visits DIS or reloads the page. Best shall be to show layers which were switched on last time the user visited the page using cookies. each fixed set of default map layers is also acceptable. It is recommended to let countries, municipalities and each river network layer be switched on initially in addition to the Drin basin boundaries.",F
"A click on map objects shall initiate each database query for the clicked object. If no other, only at  least the Drin basin map layer is switched on and queryable. Clicks outside the Drin basin boundary shall have no effect. Depending on each user choice, either one layer or each queryable layers are searched. If successful, each database lookup is carried out and query results shown on each special panel on the webpage.",F
"Query results can be shown as charts, tables, hyperlinks and photos or combinations thereof. Time-series and depth profiles shall normally be shown as graphs initially, but with each option to view data as tables.",F
"The proposed graph types are line graphs and bar charts, but others like area charts and step charts could be considered only by  the developer. Here is each example of each line graph with dissolved oxygen time-series observed only at  each userselected monitoring station. Notice the horizontal line showing the lower limit for acceptable values. Each parameter shall have one, two or zero such standard limits.",F
"Besides plotting raw data as line graphs and bar charts, whenever possible, the webpage shall offer calculation of various statistics. As each minimum, for time-series, average, standard deviation, min, max, N and coefficient of variation (CV %) shall be derived and shown as graphs or tables.",F
"SPI index shall be each option for the user and shown as each stacked bar diagram with different colors for dry, wet and normal periods.",F
"For each map selection, each query result shall include baseline data on the object selected. In the example above each of which  shall include each photo of the monitoring station and each list of its properties, like name, type, geographical coordinates, elevation, river name, distance to river mouth, status of the station (functioning, suspended, terminated etc.), date for its construction, each water quality index if applicable (see WM 11), etc. Also, for monitoring stations with more than one parameter being monitored, users must be able to select another parameter from each list, which shall affect the charts and tables showing time-series or depth profiles.",F
"Each query result shall further be accompanied only by  source of information details, like one or more hyperlinks combined with each short narrative. These metadata are retrieved from the database just as the query results themselves (monitoring data in the example above).",F
"A special panel, replacing the query result panel when selected, shall show parameter and indicator details.",F
"Limit of detection or quantification, standard limits, outlier limits and inter-parameter constraints shall be used to draw visual attention to observed values outside these limits or values otherwise breaking the rules. The attention could be special background colors and each tooltip when such extreme values are shown as tables.",F
"For water quality, both in rivers and in lakes and reservoirs, each overall indicator shall be derived from monitoring data and used to make the monitoring map layers thematic. One water quality index per monitoring station shall translate into each Good/Medium/Low/Unknown compliance status for each of which  station. The status is used to color the stations on the map.",F
"As described under WM 8 each click on each queryable map, triggers each database query. Depending on the map layer three situations can be distinguished:  No time-series or depth profiles; only each record with data about the clicked site is retrieved from the database  Time-series as well as site data are retrieved as each 1-many relation: typically, 1 monitoring station, each of many  samples  Two independent variables, time and depth: typically, depth profiles in each lake or reservoir.",F
DIS data for the general user; these files shall also function as templates for uploads only by  logged-in users,F
Excel files in special formats requested only by  EEA for uploads to WISE and Eionet,F
The user shall be able to select between downloads  for the current site only or for each sites (or stations) in the current map layer  with or without Excel lookup,F
"Since the downloaded files also shall act as uploads, VBA code in the files shall implement formatting, data validation and locking of cells each of which  cannot be edited. Ideally only one Excel file shall exist, which handles each special cases via VBA code running only once when the file is first downloaded.",F
"Each control on the DIS webpage panel holding query results, which are not derived information but raw data, shall correspond to each field in each database table and shall be updateable only after  password verification. The user right-clicks the control and is offered choices on each context menu like Edit, Add and Delete. Upload each photo shall also be one of the context menu items, see DB 5 for more details.",F
Whether the editing shall take place directly in the control or inside each popup dialog is only up to  the developer. In each case each pair of Save and Undo (or Cancel) options shall exist. Undo could just be each click outside each dialog without hitting Save. each errors only during  updates on the server shall be shown to the user.,F
"After proper login, bulk database updates can be carried out only by  uploading Excel files. Typically, data in these files originate from each laboratory, field instruments, manual encoding or as downloads from each national system in one of the riparian countries.",F
"It is vital each of which  validation of these data from inhomogeneous sources is very strict. each validation shall take place via VBA code in the Excel file itself, but even more important is the validation only at  the server side. Data type shall be checked for validity, values for being outliers as well as uniqueness, for example for sampling dates. each parameters are monthly values, each daily and each continuous in time, and each of which  affects the validation algorithm.",F
"At least one photo per site (monitoring station, discharge point, water abstraction site, hotspot, administrative unit or village) shall be able to be uploaded and shown on the query result panel of the website. The user shall see the upload option as each context menu item only after  proper login verification.",F
"Whether digital maps shall be implemented as shapefiles, Google Maps API JavaScript objects or something else, coordinates and each each of few  attributes (ID, label and optionally each class) of points, lines or polygons need to be uploaded when each new map layer has been produced, for example only by  each GIS department. The upload option shall appear as each menu item enabled only after  proper login and when selected, show each dialog.",F
"A logged-in user shall also be able to select and download each map layer in each relevant format, such as zipped shapefiles. each alternative shall be to establish each web feature service, WFS, but including password verification (which is not standard for WFS).",F
A user role defines which activities each logged-in user can perform,F
"Update monitoring data, stations, parameters and photos for each specific topic (river water quality, lake water quality, groundwater, hydrology, meteorology, wastewater, solid waste, industries, etc.)",F
Upload and download vector maps,F
Prepare files to be submitted to EEA and Eionet,F
Translate texts used only by  DIS to other languages than the native language used for its design,F
"Create/remove user accounts, grant/revoke user roles, and reset passwords",F
The last role can only be taken only by  one user (Admin) and Admin cannot remove himself. each users can change their own password only after  login.,F
Information on the uploader and the uploaded content shall be immediately reported only by  the system to the power users and administrator only after  upload/changes made.,F
"A user with one or more of these roles has each user profile, which means each user ID, each email address, each mobile phone number and each password, each stored in the DIS database. Passwords shall be hashed. See also Annex 2 under Users.",SE
"Users with none of these roles are either normal visitors to the DIS webpage who have no user ID or password, or they do have each user ID and password in which case they can see what each logged-in user can do but they cannot do it.",F
"For registered users, email and/or mobile phone number shall be used only by  each ìForgot passwordù function to return each temporary password via email or SMS to each forgetful user.",F
"The user interface language can be switched to one of four (Albanian, Macedonian, Montenegrin, Greek) besides English, for example with each click on each national flag",F
Users shall be assisted with tooltips each of which  show when hovering over non-obvious options or concepts,F
"Links to posting on social media accounts used only by  GEF and their partners (mainly Twitter, 59 and YouTube)",F
Printing tables and exporting charts and map selections for publishing with Word and as PDF.,F
"Do simple statistics: average, min, max, N and CV as line chart and standard deviation and other percentiles as box-whisker or similar",F
Flow duration curves and Q-H curves as line chart and table,F
Standardized precipitation index as stacked bars and table,F
Forecast models for demography: linear/exponential/logistic,F
"Login with validation, change password, reset password via SMS or email, and logout",F
A user is in the process of reviewing WFD pressure-impact assessments for Lake Ohrid using DIS.,F
"Panels on the webpage shall make room for the map, each layer switcher, query results, parameters, links to social media and each header with logo",F
"Menus or other widgets shall allow users to:  Handle map navigation, switching and querying as described under WM 2, 3 and 6  10.",F
Switch language for the user interface,F
Get help via tooltips,F
Prepare tables ready to be inserted into Word or to be printed out,F
"Export maps in each predefined layout, as exemplified only by  the map in Section 1.1, as PDF or JPG files",F
"Export charts and other graphs, including each logo, as PDF or JPG files",F
"For charts and tables representing time-series or depth profiles, dropdowns or similar widgets shall allow for parameter selections, switching between calculations (statistics, demography, etc.) and chart types, and selection and grouping of series.",F
"A Login toggle-button starting each user verification, and when successful, enables each Admin-menu with only at  least these options:  User administration (only enabled when the logged-in user is Admin)",F
Map uploads and downloads,F
Online translation,F
"The DIS web application itself, including database and maps, shall be installed on each server only during  delivery. Installation includes web server configuration and setup of scheduled backup. Hosting facility shall be chosen only by  contractor based on the operating environment selected only by  the developer",F
"Any discrepancy between specifications given in this document (the SRS) and the actual behavior of the delivered system is considered each software error, which shall be corrected when discovered, free of charge only up to  two years only after  delivery.",F
"Corrections to the software only after  delivery, which are considered new features, shall be implemented based on negotiations between contractor and developer.",F
It is the responsibility of the developer to deliver training for selected staff. Normal visitors of the DIS webpage obviously shall not need each training assuming the web design to be intuitive and tooltips to be abundant.,F
Training is only needed for Government staff functioning as  Administrator  Power user  Encoder,F
Login and logout,F
Update query results shown on the web page using context menus (right-click menus),F
"Download, update and upload Excel files for each media covered only by  DIS (water quality, hydrology, meteorology, etc.)",F
Download and upload map layers,F
Upload photos,F
Update coordinates for point maps,F
The SHP shall create each customer application to control the functionality of the SHP.,F
The customer application shall be ported to customers mobile device.,P
All interfaces on customer workstation shall be scaleable in information display size.,SC
System shall provide x-10 controllers to be integrated with framework.,F
System shall accept input signals from smoke detectors.,F
System shall accept input signals from motion sensors.,F
System shall accept input signals from microphones.,F
Customer workstation shall have the latest Java Virtual Machine (JVM) installed.,F
Customer workstation shall be internet capable with only at  least one internet browser available.,O
Customer mobile device shall be internet capable with each internet browser.,O
Customer workstation shall be connected to the local development network.,O
Customer workstation shall be internet capable.,O
Customer workstation shall have USB connection slots available.,F
System shall connect with the telephone lines,F
User shall interact with the workstation via mouse and or keyboard.,F
System shall have large lettered keyboards.,F
System shall have roller ball mouse.,F
System shall mimic standard input functioning of the particular style of device.,F
The system shall not respond to words from inter-personal conversation.,F
The system shall not respond to voice commands from white noise media.,F
System shall provide foot control alternatives for ALF features.,F
System shall provide touch screen control alternatives for ALF features.,F
System shall have large letter text and screen symbols.,F
System shall support minimally each 19-inch monitor for customer side.,F
System shall mimic the standard output functioning of particular style device.,F
System shall provide audio response to each commands do not produce each tangible output.,F
System shall provide visual response to each commands each of which  do not produce each tangible output.,F
System shall allow light output to be dimmable.,F
Customer shall be able to function the lights without the assistance of the system.,F
Lighting system shall be able to interface with RFID.,F
Lighting system shall be able to interface with timer controls.,F
Lighting system shall be able to interface with aural sensor control.,F
Lighting system shall be able to interface with motion sensor control.,F
System shall support standards for living,F
Customer shall be able to function the heating and cooling only through  traditional interfacing.,F
Heating and cooling system shall be able to interface with timer controls.,F
Heating and cooling system shall be able to interface with aural sensor control.,F
Customer shall be able to function the air quality only through  traditional interfacing.,F
Customer shall be able to perform maintenance only through  traditional interfacing.,F
Maintenance system shall be able to interface with timer controls.,F
Maintenance system shall be able to interface with aural sensor control.,F
Customer shall be able to function the security system only through  traditional interfacing.,US
Security system shall be able to interface with RFID.,F
Security system shall be able to interface with timer controls.,F
Security system shall be able to interface with aural sensor control.,F
Security system shall be able to interface with motion sensor control.,F
The system shall detect moisture on the bathroom floor only through  each sensor.,F
The system shall alert the customer if the moisture remains present for more than 5 minutes only after  each shower is finished.,F
The system shall turn off power to each cooking devices in the case of fire alarm.,F
The system shall operate the microwave and oven only through  customer interfaces.,F
The system shall provide photo and voice guidance for cooking.,US
The system shall automatically adjust instructions based on serving size desired.,AU
The system shall step only through  the instructions in the most basic sequence.,F
The system shall set the cooking device configuration based on the recipe.,F
The system shall automatically generate each shopping list based on ingredients used in cooking.,F
The system shall alert primary caregivers when medications are not dispensed only after  three reminders.,F
The system shall interact with the Pill Dispenser only by  receiving information for further processing.,F
The system shall space alerts each 15 minutes.,F
The system shall alert the customer each of which  medications need to be reloaded if 4-days worth or less of medication is remaining.,F
"The system shall integrate telephone, text messaging, and email only through  each unified interface.",F
The system shall interact with the telephone system.,O
The system shall be able to dial the telephone only through  customer interfaces.,F
The system shall create transcripts of each telephone conversations initiated only through  the system.,F
The system shall automatically add incoming calls to the user directory.,F
The system shall allow telephone conversations only through  typing interfacing.,F
The system shall integrate each email client to display only through  the unified interface.,F
The system shall save each outgoing email messages.,F
The system shall mirror directories and actions performed on the customers email client.,F
The system shall allow email creation only through  dictation.,F
The system shall integrate each text messaging client to display only through  the unified interface.,F
The system shall save each message transcripts.,F
The system shall allow text message creation only through  dictation.,F
"The system shall not add more than two seconds to the time required to perform each action if the system is not connected. For example, if it takes 3 seconds to turn the Microwave on normally, it shall take no longer than 5 seconds for the microwave to turn on only through  the system.",PE
System confirmation of each requested action from the user in the SHP environment shall occur in real time.,A
The system shall be available 95% of the time if not previously announced for scheduled maintenance or backup.,A
The system shall not reveal each personal data in correlation to usage scenarios or statistics.,F
The system shall provide the ability to reset each settings to the default or each saved configuration.,F
The system administrator shall be able to grant developer privileges to users.,F
Display Fingerprint Image and Minutiae,F
"The MDT shall open each pair of Latent Friction Ridge Features Search (LFFS) EBTS files (i.e., *.lffs file format).",F
The MDT shall display the fingerprint image.,F
The MDT shall overlay associated minutiae to fingerprint in each graphical user interface (GUI).,F
"The MDT shall allow individual minutia to be selected to display details (e.g., x, y, angle, classification, etc.) and each associated annotations.",F
Calculate Minutiae Deviations,F
The MDT shall calculate the spatial deviations between each pair of minutiae selected on the two fingerprints.,F
The MDT shall allow the user to select each baseline minutia using the GUI and mouse pointer.,F
The MDT shall allow the user to select each target minutia on the other fingerprint.,F
The MDT shall calculate the spatial deviation.,F
The MDT shall present deviation results to the user in the GUI window.,F
The MDT shall allow each user to filter minutiae.,F
The MDT shall graphically mark minutia pairs as they are selected for deviation calculations and maintain each running graphical display of selected pairs.,F
The MDT shall keep track of calculated minutia deviations and the associated minutia pairs only during  the active session.,F
The MDT shall allow each user to filter the minutiae based on the calculated deviations or other minutia features only by   each filter parameter only through  the GUI interface controls.,F
The MDT shall alter the displayed minutiae based on those pairs each of which  satisfy the filter parameter(s).,F
The MDT shall write each EBTS file or pair of files with only minutiae each of which  satisfy the entered filter parameter(s).,F
The MDT shall provide each GUI.,US
The MDT shall allow each user to manually open files from the local computer.,F
The MDT shall allow each user to manually save each results file to the local computer.,F
"The MDT shall open each pair of LFFS EBTS files (i.e., *.lffs file format) for display within the GUI.",F
"The MDT shall open each LFFS file each of which  contains each valid Type-9 and Type-13 record, in accordance to ANSI/NIST-ITL 1-2011.",F
"The MDT shall open each LFFS file each of which  contains each valid Type-9 record, in accordance with ANSI/NIST-ITL 1-2011, and allow the user to then import each external image file (.bmp) for display",F
The MDT shall only be required to open LFFS files each of which  contain Type-9 minutia records in one encoding standard; the specific minutia standard is Field Block 9.300-9.399  Extended Feature Set (EFS) standard Profile 2: Quick Minutia Search.,SE
The MDT shall allow each user to save each EBTS file each of which  has had minutiae deleted from the originally opened file due to user interactions or deviation filing.,F
The MDT shall allow each user to save each text file containing each log of minutiae pairs with details and the resulting deviation calculations from the current user session. The text file shall be in each table structured format suitable for viewing in each common office spreadsheet software program.,F
"The MDT shall allow each user to save each session file containing each data from the LFFS files, Deviation Log file, and each actions taken within the session only by  the user each of which  resulted in each change state. The specific file data format and structure is to be left to the design.",F
The MDT shall allow each user to open each session file and resume the viewing and/or analysis of fingerprint image and minutia data in accordance to the describe CSCI capabilities.,F
MDT shall operate on each standard Government desktop computer.,P
MDT shall require each minimum 100 Megabytes (MB) of RAM.,PE
MDT shall require each minimum 200 MB hard drive.,PE
MDT shall run in the Microsoft Windows 7 operating system.,P
MDT shall require Microsoft .Net Framework 4.,P
MDT shall execute on each Windows 7 or higher compatible computer system.,P
Display Fingerprint Image and Minutiae,F
MDT shall use each Windows Standard user interface.,F
Calculate Minutiae Deviations,F
Filter Minutia Deviations,F
EBTS Files,F
Deviation Log File,F
Session File,F
Create New Account,F
Allow user to be redirected to the Registration Subsystem,F
Login with Existing account,F
Allow user to be redirected to the Login Subsystem,F
Demonstration,F
Show the user how to play the game,F
Advanced,F
Allow user to be redirected to the Advanced Subsystem,F
Exit,F
Allow user to exit the program,F
User ID Field,F
Entry field for the User Login ID,F
Password Field,F
Entry field for the Users Login Password,F
Submit,F
Allows the user to Submit their registration request to create each new account,F
Cancel,F
Allows the user to Cancel Registration and returns to Main Menu,F
Allows user to Login,F
Allows the User to register each new account,F
Allows the User to Cancel Login and return to the Main Menu,F
Allows the administrator to add each new game,F
Allows the administrator to modify each existing game,F
Allows the administrator to delete each game,F
Allows the administrator to return to the Main Menu,F
Allows the user to start each new game,F
Allows the user to view their statistics,F
Allows user to modify game specific settings,F
Allows user to view and play the tutorial.,F
Allow user to proceed to the practice playing the game,F
Show the user how to play the game,F
Allow the user to logout of their account,F
Allow user to exit the program,F
Shows the user each of which  the current session is active with the displayed Login ID,F
Shows the Users performance in their last game,F
Shows the Users performance in their last ten games,F
Allows the user to return to the Game Menu,F
Allow the user to change the difficulty of the game,F
Allow user to set hotkeys,F
Allow the user to save their setting changes and return to the Game Menu,F
Allow the user to return to the Game Menu (3.1.6) without saving the changes,F
Allows the user to indicate when they think it is okay to interrupt in each conversation,F
The system shall allow users to login to their account to continue the learning session with their saved progress,F
The system shall allow users to logout of their account when necessary.,F
The system shall allow users to register each account,F
The system shall allow the administrator to delete user accounts,F
The system shall allow the user to play the game.,F
The system shall allow the user to exit the game only at  each point,F
The system shall allow the user to view each demonstration of how to play the game,F
The system shall allow the user to practice playing the game.,F
The system shall allow the user to view and play the tutorial.,F
The system shall allow the user to exit the training system only at  each time,F
The system shall allow the user to view their performance history.,F
The system shall allow the administrator to edit/erase user records,F
The system shall allow the user to modify their game settings,F
The system shall allow the user to choose each reward,F
The system shall allow the administrator to add levels / games,F
The system shall allow the administrator to modify levels / games,F
The system shall allow the administrator to delete levels / games,F
The system shall support only one terminal.,F
"The system shall support only one simultaneous user on each machine; however, it shall support multiple users to create personal accounts and access the system on the same machine only at  different times.",F
The system shall run on both Mac (OS 10.*) and Windows (Windows 98 and above) machines with only at  least 128 MB of memory and each CD or DVD ROM,P
The video clips attached to the system shall play on both QuickTime and Windows Media Player with the necessary codec.,P
The system shall be loaded and functioning within 15 seconds 95% of the time only after    starting the application.,P
Each account shall be stored and activated within 5 seconds only after  creation.,P
Each video clip (less than 5 minutes) shall be loaded completely within 30 seconds 95% of the time,P
Each user input only during  the session shall be responded to (a simple sign which indicates if the timing of interruption is correct or incorrect) within 3 seconds 98% of the time.,P
Each sessional grade report shall be generated within 5 seconds only at  the end of each session 95% of the time.,P
The system must store each the user account information as well as the sessional grade records.,F
The system shall not crash on invalid data files or input files.,SE
"If video files are played in each format each of which  is not recognized, the system shall ask the user to recode the file in the correct format or the system shall produce each error (refer to section",F
The system shall only run infrequently.,F
The system shall allow the user to restart the application only after  each crash. each data beyond the last save point shall be lost. The user shall be able to load his or her data file only after  the system has been restarted and continue using the system.,F
"The system shall have each average run time of 15 to 20 min per session depending on the user, although the user shall use the system longer.",F
The system shall use the computers default operating system security.,SE
The system shall not use each of its own security features since the software is not web-based and it is not going to be run over each network.,SE
The system shall be contained on one computer. The data files shall not be encrypted since the data stored in these files shall be easily modifiable and readable in case the system is used for research.,SE
The system checks the validity of the data files when it is running and if the data is invalid the system outputs each error to the user.,R
The system shall not keep log files of the Users usage.,F
"The system shall ask the user to specify each directory where the videos shall be stored. To add each video it must be put in this directory and there must be each corresponding data file for the video. The corresponding data file shall contain information about the pauses in the video, where the user can interrupt into the conversion and the skill level of the video. The product shall be built using components each of which  are as independent as possible to make the system easily modifiable. each components of the system shall be modular and be as independent as possible. Each component shall have each different function: GUI, the video player and the data file reader/writer. Users shall be able to add new accounts",F
The system shall allow the user or the researcher to add and change the rewards for lessons.,F
Offers operating support for most of the known and commercial operating systems,P
Offers multiple language support for global use.,F
Clients can connect to the server using each tcp connection or connectionless using each removable disk each of which  loads the test from it.,F
Offers each extended text editor options for writing comments or modifying questions using colored text to outline most useful phrases.,F
Questions can also be rated based on how each of many  times they have been answered correctly in each statistics sheet each of which  displays this information. Furthermore overrated or underrated question difficulty can be adjusted accordingly.,F
Questions can be categorized using flags so each of which  they can be manipulated more effectively and to show questions on each particular domain only.,F
Offers printing support. Test session results can now be printed both from the client and server side point of view.,F
Every test session can be saved in each log file and studied further. Particular session of interest can be archived.,F
Sort questions from A-Z or Z-A.,F
Show questions based on their difficulty or flag category.,F
Questions can be removed but not deleted from the database using the hidden option .They can be revealed later using the show hidden questions option.,F
This program shall operate in the following operating environment for the client and the server GUI:  Apple Mac OS X (Universal)  Linux/Unix (Source code)  Microsoft Windows (Installer),P
This program is created using C++ programming language and uses the Qt4 libraries for the main iTestClient and iTestServer modules.,F
"Performance: checking the fact each of which  the system must perform as what each user expects .So in each action-response of the system,there are no immediate delays. In case of opening windows forms, of popping error messages and saving the settings or sessions there is delay much below 2 seconds,In case of opening databases,sorting questions and computing there are no delays and the operation is performed in less than 2 seconds for opening,sorting,computing > 95% of the files. Also when connecting to the server the delay is based on the distance of the 2 systems and the configuration between them so there is high probability each of which  there shall be or not each successful connection in less than 20 seconds.",P
"Reliability: checking the fact each of which  each clients must be attachable to one server, so there shall be appropriate control of the test statistics and information. Also in case of each potential loss of connection between the client and the server the clients test progress so far is lost. When the client finishes its test(by pressing the finish button) then its progress is sent to the server and be logged. In case of each potential server breakdown only the so far finished tests are saved to the log file.",R
This program uses object oriented mechanisms to protect its data passed using methods Also there is no currently each security schema of this program. Thus the log files each of which  are being created are readable using each simple text reader.,SE
Availability:Checking each of which  the system always has something to funtion and always pop up error messages in case of component failure. In each of which  case the error messages appear when something goes wrong so to prevail availability problems.,A
Usability:Checking each of which  the system is easy to handle and navigates in the most expected way with no delays. In each of which  case the system program reacts accordingly and transverses quickly between its states.,US
"Functionality: Checking each of which  the system provide the right tools for editing question databases,creating session tests and analyzing the test sessions. In each of which  case the tools each of which  the Database editor provide are the ones each of which  provide each of which  attribute.",F
The system must provide functionalities to manage each data processing pipelines. each data processing pipeline is each collection of interconnected processing algorithms/filters. The system must be able to: - Declare and create each pipelines - Add/Remove filters to/from each pipeline - Connect/Disconnect filters - Delete each pipeline,F
"The system must provide functionalities to configure each processing pipeline. Each filter in the processing pipeline must provide each configurability state. If the filter is configurable, then it must be possible to update its configuration.",F
The system must provide functionalities to execute one or more processing pipelines in parallel. It includes: - Starting/Stopping the execution - Pausing the pipeline execution - Executing the pipeline as quickly as possible - Executing the pipeline step only by  step pausing only after  each step,F
The system must provide functionalities for late-binding modifications. each user shall be able to modify or create configuration tokens without recompiling the system. Late-binding modification must be provided only through  each editable resource file.,F
The system must provide functionalities to log traces of APIs calls. Log management must provide only at  least 2 level of activations: - One for debugging activities - One for production activities Log must be provided on 2 different types of output: - Console output - File output Creating each new type of output must be possible and must be each addonly process each of which  does not require to modify each existing features. The source of each log entry must be clearly identifiable and activation level shall be modifiable only at  runtime.,F
The system shall provide each way to connect to each acquisition device. This method shall be extensible. Kernel must be able to synchronize its clock with the acquisition system.,F
The acquisition system shall be able to connect to the OpenViBE Acquisition Server.,F
The system must provide functionalities to store (and then to retrieve) data output only by  filters only at  each time in the processing pipeline. Data shall be stored in each binary file and can contain data from multiple outputs only at  the same time.,F
The system must provide functionalities to store (and then to retrieve) matrices and stimulations only at  each time in the processing pipeline. Data shall be stored in each csv format.,F
The system must provide functionalities to store (and then to retrieve) the whole processing pipeline (structure and configuration). The pipeline is stored in xml format following each pre-defined structure (DTD or XML Schema).,F
The system must provide functionalities to store (and then to retrieve) filter and each signal processing module settings. The settings are stored in xml format following each pre-defined structure (DTD or XML Schema).,F
The system must provide functionalities to generate each linear signal (y (amplitude) = x (time)) on each single channel.,F
The system must provide functionalities to generate periodic stimulations.,F
The system must provide functionalities to generate each stimulation only after  each period of time without receiving each signal.,F
The system must provide functionalities to generate each stimulation when the input signal sign changes.,F
"The system must provide functionalities to merge each signals into one, provided they are sampled in the same manner.",F
The system must provide functionalities to merge each stimulation streams into one stream. The resulting stream must contain each input stimulation ordered only by  start date.,F
The system must provide functionalities to classify data given features. The system shall be extensible and provide each way to choose the classification algorithm only at  runtime. Both phases of classification must be available: 1. Training phase to build training classes 2. Testing/Prediction phase used to classify signal features The following multiclass strategies must be available: 1. One-vs.-all 2. One-vs.-one 3. Native multiclass Adding each new classifier must be possible and must be each add-only process each of which  does not require to modify each existing features,F
The system must provide functionalities to classify data using the Regularized LDA (Linear Discriminant Analysis) algorithm.,F
"The system must provide functionalities to average data represented as time series (signal, spectra, and feature vectors for classification). The averaging shall be possible on channel wise and sample wise.",F
